financial_year,wpm_material_type,wpm_material_name,waste_stream,recycled,waste_to_energy,export_interstate,export_international,disposal,recovery_rate,,,,,,,
2015-2016,Plastic,PP,(5),Municipal,Solid,Waste,8067.693303,0,518.290171246121,4066.687094,36753.26025,0.256096,,,,
2015-2016,Plastic,PS,(6),Commercial,and,Industrial,1643.405746,0,118.591416838933,920.698882,10862.416364,0.198056,,,,
2015-2016,Plastic,PS,(6),Construction,and,Demolition,525.843288,0,38.094336027973,350.742431,869.475907,0.512668,,,,
2015-2016,Plastic,PS,(6),Municipal,Solid,Waste,2230.097862,0,189.314247133094,1534.498137,9571.161524,0.292339,,,,
2015-2016,Plastic,PVC,(3),Commercial,and,Industrial,261.217622,0,0,1634.374831,27373.289241,0.064764,,,,
2015-2016,Plastic,PVC,(3),Construction,and,Demolition,29.491964,0,0,181.597203,2191.079284,0.087874,,,,
2015-2016,Plastic,PVC,(3),Municipal,Solid,Waste,227.72163,0,0,817.187416,24119.32704,0.041523,,,,
2015-2016,Textiles,Clothing,Commercial,and,Industrial,0,0,0,0,36452.142942,0,,,,,
2015-2016,Textiles,Clothing,Construction,and,Demolition,0,0,0,0,3520.131314,0,,,,,
2015-2016,Textiles,Clothing,Municipal,Solid,Waste,0,0,0,0,62597.883126,0,,,,,
2015-2016,Textiles,Other,textiles,Commercial,and,Industrial,50.6,0,0,164.036959,55989.763197,0.003818,,,,
2015-2016,Textiles,Other,textiles,Construction,and,Demolition,0,0,0,0,6274.527664,0,,,,
2015-2016,Textiles,Other,textiles,Municipal,Solid,Waste,319,0,0,2.399041,20497.823845,0.015437,,,,
2015-2016,Tyres,and,rubber,Offroad,tyres,Commercial,and,Industrial,1947,0,0,5690.544,0,1,,
2015-2016,Tyres,and,rubber,Offroad,tyres,Construction,and,Demolition,10,0,0,0,0,1,,
2015-2016,Tyres,and,rubber,Offroad,tyres,Municipal,Solid,Waste,56,0,0,0,0,1,,
2015-2016,Tyres,and,rubber,Other,rubber,Commercial,and,Industrial,0,0,0,1590.841472,7839.112831,0.1687,,
2015-2016,Tyres,and,rubber,Other,rubber,Construction,and,Demolition,0,0,0,0,170.428413,0,,
2015-2016,Tyres,and,rubber,Other,rubber,Municipal,Solid,Waste,0,0,0,192.460528,2459.281691,0.072578,,
2015-2016,Tyres,and,rubber,Passenger,tyres,Commercial,and,Industrial,17306,0,0,12209.80173,853.301233,0.971902,,
2015-2016,Tyres,and,rubber,Passenger,tyres,Construction,and,Demolition,250,0,0,0,122.232548,0.671623,,
2015-2016,Tyres,and,rubber,Passenger,tyres,Municipal,Solid,Waste,1324,0,0,2535.59527,0,1,,
2015-2016,Tyres,and,rubber,Truck,tyres,Commercial,and,Industrial,20944,0,0,6.275,0,1,,
2015-2016,Tyres,and,rubber,Truck,tyres,Construction,and,Demolition,140,0,0,0,0,1,,
2015-2016,Tyres,and,rubber,Truck,tyres,Municipal,Solid,Waste,250,0,0,0,0,1,,
2016-2017,"Aggregate, masonry and soils",Asphalt,Commercial,and,Industrial,0,0,0,0,2966.315921,0,,,,,
2016-2017,"Aggregate, masonry and soils",Asphalt,Construction,and,Demolition,755452,0,0,0,953.20634,0.998739,,,,,
2016-2017,"Aggregate, masonry and soils",Asphalt,Municipal,Solid,Waste,2000,0,0,0,765.343985,0.723237,,,,,
2016-2017,"Aggregate, masonry and soils",Bricks,Commercial,and,Industrial,0,0,0,0,25403.063228,0,,,,,
2016-2017,"Aggregate, masonry and soils",Bricks,Construction,and,Demolition,584157,0,0,0,26948.009754,0.955902,,,,,
2016-2017,"Aggregate, masonry and soils",Bricks,Municipal,Solid,Waste,2000,0,0,0,50270.553505,0.038262,,,,,
2016-2017,"Aggregate, masonry and soils",Concrete,Commercial,and,Industrial,5909,0,0,0,30015.624993,0.164483,,,,,
2016-2017,"Aggregate, masonry and soils",Concrete,Construction,and,Demolition,2227056,0,0,0,24513.268836,0.989112,,,,,
2016-2017,"Aggregate, masonry and soils",Concrete,Municipal,Solid,Waste,30000,0,0,0,408.14435,0.986577,,,,,
2016-2017,"Aggregate, masonry and soils",Plaster,Commercial,and,Industrial,774,0,0,0,20952.872746,0.035624,,,,,
2016-2017,"Aggregate, masonry and soils",Plaster,Construction,and,Demolition,33750,0,0,0,14570.566664,0.69846,,,,,
2016-2017,"Aggregate, masonry and soils",Plaster,Municipal,Solid,Waste,0,0,0,0,4533.248048,0,,,,,
2016-2017,"Aggregate, masonry and soils",Rubble,Commercial,and,Industrial,7339,0,0,0,13254.105654,0.356381,,,,,
2016-2017,"Aggregate, masonry and soils",Rubble,Construction,and,Demolition,339212,0,0,0,9275.327731,0.973384,,,,,
2016-2017,"Aggregate, masonry and soils",Rubble,Municipal,Solid,Waste,0,0,0,0,3062.167109,0,,,,,
2016-2017,"Aggregate, masonry and soils",Soil,and,natural,materials,Commercial,and,Industrial,14588,0,0,0,100809.722484,0.126414,,
2016-2017,"Aggregate, masonry and soils",Soil,and,natural,materials,Construction,and,Demolition,76889,0,0,0,691061.856478,0.100122,,
2016-2017,"Aggregate, masonry and soils",Soil,and,natural,materials,Municipal,Solid,Waste,800,0,0,0,15956.838588,0.047741,,
2016-2017,Glass,Container,glass,Commercial,and,Industrial,7659,0,0,101.500286,26450.823531,0.22684,,,,
2016-2017,Glass,Container,glass,Construction,and,Demolition,0,0,0,3.849984,640.985227,0.00597,,,,
2016-2017,Glass,Container,glass,Municipal,Solid,Waste,134895,0,0,2712.30973,40121.147974,0.774255,,,,
2016-2017,Glass,Other,glass,Commercial,and,Industrial,0,0,0,0,12981.995599,0,,,,
2016-2017,Glass,Other,glass,Construction,and,Demolition,0,0,0,0,3127.258467,0,,,,
2016-2017,Glass,Other,glass,Municipal,Solid,Waste,0,0,0,0,39729.352576,0,,,,
2016-2017,Metals,Aluminium,Commercial,and,Industrial,28825,0,0,0.804061,16419.756691,0.637096,,,,,
2016-2017,Metals,Aluminium,Construction,and,Demolition,0,0,0,0.100164,3694.250017,2.7E-05,,,,,
2016-2017,Metals,Aluminium,Municipal,Solid,Waste,1445,0,0,0.335775,21658.889672,0.062557,,,,,
2016-2017,Metals,Ferrous,Commercial,and,Industrial,235387.54,0,0,168954.998262,53367.844886,0.883402,,,,,
2016-2017,Metals,Ferrous,Construction,and,Demolition,92500,0,0,34917.56734,15819.279364,0.889558,,,,,
2016-2017,Metals,Ferrous,Municipal,Solid,Waste,285189.98,0,0,108308.096397,36382.561921,0.915365,,,,,
2016-2017,Metals,Other,metals,Commercial,and,Industrial,615686,0,0,7540.414049,0,1,,,,
2016-2017,Metals,Other,metals,Construction,and,Demolition,7312,0,0,564.651031,0,1,,,,
2016-2017,Metals,Other,metals,Municipal,Solid,Waste,8566,0,0,1164.38492,0,1,,,,
2016-2017,Organics,Food,organics,Commercial,and,Industrial,25381,0,0,6704.376878,233047.139398,0.121016,,,,
2016-2017,Organics,Food,organics,Construction,and,Demolition,0,0,0,104.647469,2853.216204,0.035379,,,,
2016-2017,Organics,Food,organics,Municipal,Solid,Waste,7555.04,0,0,6588.079652,658192.716133,0.021035,,,,
2016-2017,Organics,Garden,organics,Commercial,and,Industrial,168789,0,0,0,58739.575012,0.741836,,,,
2016-2017,Organics,Garden,organics,Construction,and,Demolition,0,0,0,0,20567.492099,0,,,,
2016-2017,Organics,Garden,organics,Municipal,Solid,Waste,360402.96,0,0,0,104295.292227,0.775563,,,,
2016-2017,Organics,Other,organics,Commercial,and,Industrial,62212,0,0,22.817564,28995.766556,0.68217,,,,
2016-2017,Organics,Other,organics,Construction,and,Demolition,11159,0,0,0,499.512344,0.957154,,,,
2016-2017,Organics,Other,organics,Municipal,Solid,Waste,14578,0,0,12.655436,104029.146213,0.123003,,,,
2016-2017,Organics,Wood,/timber,Commercial,and,Industrial,148488.95,0,0,0.9993,226515.311131,0.395967,,,,
2016-2017,Organics,Wood,/timber,Construction,and,Demolition,59892,0,0,1.453111,112165.048436,0.348099,,,,
2016-2017,Organics,Wood,/timber,Municipal,Solid,Waste,19024.65,0,0,0.222589,29109.253709,0.395247,,,,
2016-2017,Paper,and,cardboard,Cardboard,Commercial,and,Industrial,484930.99,0,0,284235.6726,75551.280995,0.91056,,,
2016-2017,Paper,and,cardboard,Cardboard,Construction,and,Demolition,170,0,0,15790.8707,4107.250548,0.795334,,,
2016-2017,Paper,and,cardboard,Cardboard,Municipal,Solid,Waste,55.13,0,0,15790.8707,38233.460479,0.293013,,,
2016-2017,Paper,and,cardboard,Liquidpaperboard,Commercial,and,Industrial,0,0,0,0,27290.615254,0,,,
2016-2017,Paper,and,cardboard,Liquidpaperboard,Construction,and,Demolition,0,0,0,0,509.946003,0,,,
2016-2017,Paper,and,cardboard,Liquidpaperboard,Municipal,Solid,Waste,0,0,0,0,29029.628679,0,,,
2016-2017,Paper,and,cardboard,Newsprint,and,magazines,Commercial,and,Industrial,129023,0,0,47038.033,0,1,
2016-2017,Paper,and,cardboard,Newsprint,and,magazines,Construction,and,Demolition,0,0,0,3359.8595,0,1,
2016-2017,Paper,and,cardboard,Newsprint,and,magazines,Municipal,Solid,Waste,359,0,0,16799.2975,0,1,
2016-2017,Paper,and,cardboard,Other,paper,Commercial,and,Industrial,24579,0,0,174100.125706,81471.036005,0.709187,,
2016-2017,Paper,and,cardboard,Other,paper,Construction,and,Demolition,2649,0,0,34.358179,1555.450266,0.633045,,
2016-2017,Paper,and,cardboard,Other,paper,Municipal,Solid,Waste,118886,0,0,91088.505116,130628.657879,0.616478,,
2016-2017,Paper,and,cardboard,Printing,and,writing,paper,Commercial,and,Industrial,24293,0,0,0,78328.917995,0.236723
2016-2017,Paper,and,cardboard,Printing,and,writing,paper,Construction,and,Demolition,0,0,0,0,1589.349906,0
2016-2017,Paper,and,cardboard,Printing,and,writing,paper,Municipal,Solid,Waste,0,0,0,0,87205.264415,0
2016-2017,Plastic,HDPE,(2),Commercial,and,Industrial,4778.132488,0,1470.31775904176,6228.112498,51934.396399,0.193702,,,,
2016-2017,Plastic,HDPE,(2),Construction,and,Demolition,261.539054,0,165.740912793955,1470.526562,4157.059063,0.313434,,,,
2016-2017,Plastic,HDPE,(2),Municipal,Solid,Waste,4152.68938,0,769.441328164285,26642.48124,74311.875309,0.298126,,,,
2016-2017,Plastic,LDPE,(4),Commercial,and,Industrial,33595.677802,0,807.452657127457,8681.340323,38896.472617,0.525542,,,,
2016-2017,Plastic,LDPE,(4),Construction,and,Demolition,0,0,0,0,3113.445909,0,,,,
2016-2017,Plastic,LDPE,(4),Municipal,Solid,Waste,1833.379321,0,398.797342872544,852.349777,35445.091262,0.080055,,,,
2016-2017,Plastic,Other,plastics,(7),Commercial,and,Industrial,4615.395329,0,30,2055.447228,29181.91373,0.186742,,,
2016-2017,Plastic,Other,plastics,(7),Construction,and,Demolition,0,0,0,0,2228.970858,0,,,
2016-2017,Plastic,Other,plastics,(7),Municipal,Solid,Waste,839.481665,0,0,45.931782,87635.961006,0.010002,,,
2016-2017,Plastic,PET,(1),Commercial,and,Industrial,365.594801,0,423.774393941696,1997.657952,21512.57424,0.114694,,,,
2016-2017,Plastic,PET,(1),Construction,and,Demolition,0,0,98.7752883882301,0,1721.961705,0.05425,,,,
2016-2017,Plastic,PET,(1),Municipal,Solid,Waste,0,0,1764.61698433674,32362.058818,41488.437348,0.45132,,,,
2016-2017,Plastic,PP,(5),Commercial,and,Industrial,13754.525234,0,341.941072544909,7251.757067,41721.356104,0.338486,,,,
2016-2017,Plastic,PP,(5),Construction,and,Demolition,0,0,187.61439120198,0,3339.562093,0.053191,,,,
2016-2017,Plastic,PP,(5),Municipal,Solid,Waste,3151.365349,0,466.777869586444,3546.479733,38019.315768,0.158565,,,,
2016-2017,Plastic,PS,(6),Commercial,and,Industrial,2078.192137,0,250.14179728218,1079.216581,10864.936485,0.238749,,,,
2016-2017,Plastic,PS,(6),Construction,and,Demolition,433.693146,0,4.49489684992024,411.130126,869.677627,0.494078,,,,
2016-2017,Plastic,PS,(6),Municipal,Solid,Waste,1595.26378,0,52.3633058678999,1798.694302,9900.863482,0.258205,,,,
2016-2017,Plastic,PVC,(3),Commercial,and,Industrial,1368.294318,0,52.8782829236336,1389.555937,27379.639942,0.0931,,,,
2016-2017,Plastic,PVC,(3),Construction,and,Demolition,46.781801,0,0.079184319840544,154.395104,2191.587623,0.084107,,,,
2016-2017,Plastic,PVC,(3),Municipal,Solid,Waste,231.632993,0,7.04253275652589,694.777969,24950.175972,0.036063,,,,
2016-2017,Textiles,Clothing,Commercial,and,Industrial,0,0,0,0,36460.599971,0,,,,,
2016-2017,Textiles,Clothing,Construction,and,Demolition,0,0,0,0,3520.947997,0,,,,,
2016-2017,Textiles,Clothing,Municipal,Solid,Waste,0,0,0,0,64754.219592,0,,,,,
2016-2017,Textiles,Other,textiles,Commercial,and,Industrial,99.8,0,0,51.184428,56002.753025,0.002688,,,,
2016-2017,Textiles,Other,textiles,Construction,and,Demolition,0,0,0,0,6275.983376,0,,,,
2016-2017,Textiles,Other,textiles,Municipal,Solid,Waste,582.6,0,0,0.748572,21203.921285,0.026774,,,,
2016-2017,Tyres,and,rubber,Offroad,tyres,Commercial,and,Industrial,8000,0,0,4499.743,0,1,,
2016-2017,Tyres,and,rubber,Offroad,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2016-2017,Tyres,and,rubber,Offroad,tyres,Municipal,Solid,Waste,4745,0,0,0,0,1,,
2016-2017,Tyres,and,rubber,Other,rubber,Commercial,and,Industrial,0,0,0,3201.272048,7840.931534,0.289912,,
2016-2017,Tyres,and,rubber,Other,rubber,Construction,and,Demolition,0,0,0,0,170.467953,0,,
2016-2017,Tyres,and,rubber,Other,rubber,Municipal,Solid,Waste,0,0,0,387.290952,2543.997636,0.132123,,
2016-2017,Tyres,and,rubber,Passenger,tyres,Commercial,and,Industrial,16911,0,0,10463.566385,853.499202,0.969764,,
2016-2017,Tyres,and,rubber,Passenger,tyres,Construction,and,Demolition,0,0,0,0,122.260907,0,,
2016-2017,Tyres,and,rubber,Passenger,tyres,Municipal,Solid,Waste,1894,0,0,2172.956615,0,1,,
2016-2017,Tyres,and,rubber,Truck,tyres,Commercial,and,Industrial,0,0,0,72.792,0,1,,
2016-2017,Tyres,and,rubber,Truck,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2016-2017,Tyres,and,rubber,Truck,tyres,Municipal,Solid,Waste,7880,0,0,0,0,1,,
2017-2018,"Aggregate, masonry and soils",Asphalt,Commercial,and,Industrial,9036,0,0,0,3630.109676,0.713399,,,,,
2017-2018,"Aggregate, masonry and soils",Asphalt,Construction,and,Demolition,430168,0,0,0,942.182889,0.997814,,,,,
2017-2018,"Aggregate, masonry and soils",Asphalt,Municipal,Solid,Waste,0,0,0,0,715.838241,0,,,,,
2017-2018,"Aggregate, masonry and soils",Bricks,Commercial,and,Industrial,0,0,0,0,31087.688595,0,,,,,
2017-2018,"Aggregate, masonry and soils",Bricks,Construction,and,Demolition,797160,0,0,0,26636.366779,0.967666,,,,,
2017-2018,"Aggregate, masonry and soils",Bricks,Municipal,Solid,Waste,250,0,0,0,47018.837679,0.005288,,,,,
2017-2018,"Aggregate, masonry and soils",Concrete,Commercial,and,Industrial,0,0,0,0,36732.436337,0,,,,,
2017-2018,"Aggregate, masonry and soils",Concrete,Construction,and,Demolition,2623738,0,0,0,24229.782667,0.990849,,,,,
2017-2018,"Aggregate, masonry and soils",Concrete,Municipal,Solid,Waste,300,0,0,0,381.743816,0.440047,,,,,
2017-2018,"Aggregate, masonry and soils",Plaster,Commercial,and,Industrial,35983,0,0,0,25641.647121,0.583905,,,,,
2017-2018,"Aggregate, masonry and soils",Plaster,Construction,and,Demolition,0,0,0,0,14402.063877,0,,,,,
2017-2018,"Aggregate, masonry and soils",Plaster,Municipal,Solid,Waste,0,0,0,0,4240.018048,0,,,,,
2017-2018,"Aggregate, masonry and soils",Rubble,Commercial,and,Industrial,3732,0,0,0,16220.071788,0.187048,,,,,
2017-2018,"Aggregate, masonry and soils",Rubble,Construction,and,Demolition,548412,0,0,0,9168.062268,0.983557,,,,,
2017-2018,"Aggregate, masonry and soils",Rubble,Municipal,Solid,Waste,0,0,0,0,2864.092957,0,,,,,
2017-2018,"Aggregate, masonry and soils",Soil,and,natural,materials,Commercial,and,Industrial,11635,0,0,0,123368.635972,0.086182,,
2017-2018,"Aggregate, masonry and soils",Soil,and,natural,materials,Construction,and,Demolition,1046785,0,0,0,683070.001968,0.605128,,
2017-2018,"Aggregate, masonry and soils",Soil,and,natural,materials,Municipal,Solid,Waste,10,0,0,0,14924.681571,0.000669,,
2017-2018,Glass,Container,glass,Commercial,and,Industrial,0,0,0,418.64277,32369.913724,0.012767,,,,
2017-2018,Glass,Container,glass,Construction,and,Demolition,0,0,0,15.879442,633.572489,0.02445,,,,
2017-2018,Glass,Container,glass,Municipal,Solid,Waste,218376,0,0,11187.050788,37525.939393,0.8595,,,,
2017-2018,Glass,Other,glass,Commercial,and,Industrial,0,0,0,0,15887.069718,0,,,,
2017-2018,Glass,Other,glass,Construction,and,Demolition,0,0,0,0,3091.09297,0,,,,
2017-2018,Glass,Other,glass,Municipal,Solid,Waste,0,0,0,0,37159.487009,0,,,,
2017-2018,Metals,Aluminium,Commercial,and,Industrial,0,0,0,56856.311131,20094.123226,0.738869,,,,,
2017-2018,Metals,Aluminium,Construction,and,Demolition,0,0,0,7082.774737,3651.52749,0.659826,,,,,
2017-2018,Metals,Aluminium,Municipal,Solid,Waste,0,0,0,23743.132832,20257.899442,0.539603,,,,,
2017-2018,Metals,Ferrous,Commercial,and,Industrial,225280,0,0,204040.579749,65310.349698,0.867961,,,,,
2017-2018,Metals,Ferrous,Construction,and,Demolition,102955,0,0,42168.629261,15636.335713,0.902734,,,,,
2017-2018,Metals,Ferrous,Municipal,Solid,Waste,221810,0,0,130799.60349,34029.181182,0.911987,,,,,
2017-2018,Metals,Other,metals,Commercial,and,Industrial,391950,0,0,20073.159453,0,1,,,,
2017-2018,Metals,Other,metals,Construction,and,Demolition,8643,0,0,1503.144271,0,1,,,,
2017-2018,Metals,Other,metals,Municipal,Solid,Waste,15795,0,0,3099.681796,0,1,,,,
2017-2018,Organics,Food,organics,Commercial,and,Industrial,34059,0,0,6965.693115,285197.766607,0.125756,,,,
2017-2018,Organics,Food,organics,Construction,and,Demolition,0,0,0,108.72631,2820.219898,0.037121,,,,
2017-2018,Organics,Food,organics,Municipal,Solid,Waste,3604.3,0,0,6844.862976,615617.977596,0.01669,,,,
2017-2018,Organics,Garden,organics,Commercial,and,Industrial,163077,0,0,0,71884.15034,0.694059,,,,
2017-2018,Organics,Garden,organics,Construction,and,Demolition,6017,0,0,0,20329.637264,0.228378,,,,
2017-2018,Organics,Garden,organics,Municipal,Solid,Waste,257727.7,0,0,0,97549.023712,0.725428,,,,
2017-2018,Organics,Other,organics,Commercial,and,Industrial,128447,0,0,0.34574,35484.356874,0.783541,,,,
2017-2018,Organics,Other,organics,Construction,and,Demolition,780,0,0,0,493.735684,0.612371,,,,
2017-2018,Organics,Other,organics,Municipal,Solid,Waste,106207,0,0,0.19176,97300.093169,0.521883,,,,
2017-2018,Organics,Wood,/timber,Commercial,and,Industrial,131051,0,0,0,277204.264355,0.321002,,,,
2017-2018,Organics,Wood,/timber,Construction,and,Demolition,40666,0,0,0,110867.904427,0.268362,,,,
2017-2018,Organics,Wood,/timber,Municipal,Solid,Waste,15915,0,0,0,27226.341861,0.368903,,,,
2017-2018,Paper,and,cardboard,Cardboard,Commercial,and,Industrial,512956,0,0,379497.8115,92457.932158,0.906125,,,
2017-2018,Paper,and,cardboard,Cardboard,Construction,and,Demolition,98,0,0,21083.21175,4059.751835,0.83916,,,
2017-2018,Paper,and,cardboard,Cardboard,Municipal,Solid,Waste,0,0,0,21083.21175,35760.355652,0.370898,,,
2017-2018,Paper,and,cardboard,Liquidpaperboard,Commercial,and,Industrial,2569,0,0,0,33397.631654,0.071427,,,
2017-2018,Paper,and,cardboard,Liquidpaperboard,Construction,and,Demolition,0,0,0,0,504.048681,0,,,
2017-2018,Paper,and,cardboard,Liquidpaperboard,Municipal,Solid,Waste,0,0,0,0,27151.867317,0,,,
2017-2018,Paper,and,cardboard,Newsprint,and,magazines,Commercial,and,Industrial,88995,0,0,37326.738582,0,1,
2017-2018,Paper,and,cardboard,Newsprint,and,magazines,Construction,and,Demolition,0,0,0,2666.195613,0,1,
2017-2018,Paper,and,cardboard,Newsprint,and,magazines,Municipal,Solid,Waste,31546,0,0,13330.978065,0,1,
2017-2018,Paper,and,cardboard,Other,paper,Commercial,and,Industrial,11654,0,0,92850.142649,99702.393137,0.511757,,
2017-2018,Paper,and,cardboard,Other,paper,Construction,and,Demolition,0,0,0,18.323719,1537.462105,0.011777,,
2017-2018,Paper,and,cardboard,Other,paper,Municipal,Solid,Waste,27158,0,0,48578.831632,122179.033904,0.382671,,
2017-2018,Paper,and,cardboard,Printing,and,writing,paper,Commercial,and,Industrial,173752,0,0,0,95857.14088,0.644458
2017-2018,Paper,and,cardboard,Printing,and,writing,paper,Construction,and,Demolition,0,0,0,0,1570.969709,0
2017-2018,Paper,and,cardboard,Printing,and,writing,paper,Municipal,Solid,Waste,0,0,0,0,81564.452476,0
2017-2018,Plastic,HDPE,(2),Commercial,and,Industrial,1489.643266,0,101.738867337472,5152.159646,63556.128178,0.095925,,,,
2017-2018,Plastic,HDPE,(2),Construction,and,Demolition,47.96691,0,3.29431046684149,156.12605,4108.984335,0.048046,,,,
2017-2018,Plastic,HDPE,(2),Municipal,Solid,Waste,7363.560284,0,518.530584821949,26151.113354,69505.063287,0.328701,,,,
2017-2018,Plastic,LDPE,(4),Commercial,and,Industrial,17611.239413,0,91.4416410679542,8125.186607,47600.614828,0.351741,,,,
2017-2018,Plastic,LDPE,(4),Construction,and,Demolition,119.68592,0,0.753803638252201,63.231024,3077.44015,0.056321,,,,
2017-2018,Plastic,LDPE,(4),Municipal,Solid,Waste,980.3538,0,8.81465630389458,442.617169,33152.350162,0.0414,,,,
2017-2018,Plastic,Other,plastics,(7),Commercial,and,Industrial,5559.634164,0,30.3030303030303,1899.361277,35712.159533,0.173357,,,
2017-2018,Plastic,Other,plastics,(7),Construction,and,Demolition,217.895943,0,0,77.001133,2203.1937,0.118048,,,
2017-2018,Plastic,Other,plastics,(7),Municipal,Solid,Waste,0,0,0,0,81967.289757,0,,,
2017-2018,Plastic,PET,(1),Commercial,and,Industrial,0,0,66.077015072303,4680.837955,25998.30964,0.154395,,,,
2017-2018,Plastic,PET,(1),Construction,and,Demolition,0,0,0,0,1702.047904,0,,,,
2017-2018,Plastic,PET,(1),Municipal,Solid,Waste,0,0,388.569449574162,25957.374115,44832.684675,0.370138,,,,
2017-2018,Plastic,PP,(5),Commercial,and,Industrial,4851.981028,0,0,3368.146458,51057.64272,0.138671,,,,
2017-2018,Plastic,PP,(5),Construction,and,Demolition,0,0,0,0,3300.941391,0,,,,
2017-2018,Plastic,PP,(5),Municipal,Solid,Waste,8998.113814,0,0,6284.468392,35560.062744,0.300585,,,,
2017-2018,Plastic,PS,(6),Commercial,and,Industrial,1334.993617,0,50.7073693023218,890.555017,13296.261126,0.146171,,,,
2017-2018,Plastic,PS,(6),Construction,and,Demolition,647.66527,0,16.1115668078251,364.317962,859.620154,0.544623,,,,
2017-2018,Plastic,PS,(6),Municipal,Solid,Waste,1678.462286,0,108.433589142378,1173.913431,9260.433006,0.242267,,,,
2017-2018,Plastic,PVC,(3),Commercial,and,Industrial,963.665091,0,33.7600856039211,1336.951042,33506.578036,0.065131,,,,
2017-2018,Plastic,PVC,(3),Construction,and,Demolition,99.676632,0,4.21661654014978,174.384919,2166.242788,0.113837,,,,
2017-2018,Plastic,PVC,(3),Municipal,Solid,Waste,316.04368,0,12.0232978559291,465.026449,23336.291175,0.032868,,,,
2017-2018,Textiles,Clothing,Commercial,and,Industrial,0,0,0,0,44619.649517,0,,,,,
2017-2018,Textiles,Clothing,Construction,and,Demolition,0,0,0,0,3480.229639,0,,,,,
2017-2018,Textiles,Clothing,Municipal,Solid,Waste,0,0,0,0,60565.637889,0,,,,,
2017-2018,Textiles,Other,textiles,Commercial,and,Industrial,0,0,0,25.582851,68534.890099,0.000373,,,,
2017-2018,Textiles,Other,textiles,Construction,and,Demolition,0,0,0,0,6203.404134,0,,,,
2017-2018,Textiles,Other,textiles,Municipal,Solid,Waste,0,0,0,0.374149,19832.36037,1.8E-05,,,,
2017-2018,Tyres,and,rubber,Offroad,tyres,Commercial,and,Industrial,1504,0,0,6085.97768,0,1,,
2017-2018,Tyres,and,rubber,Offroad,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2017-2018,Tyres,and,rubber,Offroad,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2017-2018,Tyres,and,rubber,Other,rubber,Commercial,and,Industrial,0,0,0,19007.860888,9595.552932,0.664531,,
2017-2018,Tyres,and,rubber,Other,rubber,Construction,and,Demolition,0,0,0,0,168.496559,0,,
2017-2018,Tyres,and,rubber,Other,rubber,Municipal,Solid,Waste,0,0,0,2299.577301,2379.440916,0.491465,,
2017-2018,Tyres,and,rubber,Passenger,tyres,Commercial,and,Industrial,15706,0,0,7405.849816,1044.492831,0.956761,,
2017-2018,Tyres,and,rubber,Passenger,tyres,Construction,and,Demolition,0,0,0,0,120.847008,0,,
2017-2018,Tyres,and,rubber,Passenger,tyres,Municipal,Solid,Waste,9379,0,0,1537.964184,0,1,,
2017-2018,Tyres,and,rubber,Truck,tyres,Commercial,and,Industrial,15581,0,0,0,0,1,,
2017-2018,Tyres,and,rubber,Truck,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2017-2018,Tyres,and,rubber,Truck,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2018-2019,"Aggregate, masonry and soils",Asphalt,Commercial,and,Industrial,761,0,0,0,3873.250653,0.164212,,,,,
2018-2019,"Aggregate, masonry and soils",Asphalt,Construction,and,Demolition,952496,0,0,0,1005.28932,0.998945,,,,,
2018-2019,"Aggregate, masonry and soils",Asphalt,Municipal,Solid,Waste,25000,0,0,0,700.126113,0.972757,,,,,
2018-2019,"Aggregate, masonry and soils",Bricks,Commercial,and,Industrial,50,0,0,0,33169.909695,0.001505,,,,,
2018-2019,"Aggregate, masonry and soils",Bricks,Construction,and,Demolition,804600,0,0,0,28420.442965,0.965882,,,,,
2018-2019,"Aggregate, masonry and soils",Bricks,Municipal,Solid,Waste,0,0,0,0,45986.808463,0,,,,,
2018-2019,"Aggregate, masonry and soils",Concrete,Commercial,and,Industrial,53,0,0,0,39192.736778,0.00135,,,,,
2018-2019,"Aggregate, masonry and soils",Concrete,Construction,and,Demolition,2710407,0,0,0,25852.668349,0.990551,,,,,
2018-2019,"Aggregate, masonry and soils",Concrete,Municipal,Solid,Waste,0,0,0,0,373.364818,0,,,,,
2018-2019,"Aggregate, masonry and soils",Plaster,Commercial,and,Industrial,30319,0,0,0,27359.098018,0.525658,,,,,
2018-2019,"Aggregate, masonry and soils",Plaster,Construction,and,Demolition,0,0,0,0,15366.69916,0,,,,,
2018-2019,"Aggregate, masonry and soils",Plaster,Municipal,Solid,Waste,0,0,0,0,4146.952742,0,,,,,
2018-2019,"Aggregate, masonry and soils",Rubble,Commercial,and,Industrial,4223,0,0,0,17306.475354,0.196149,,,,,
2018-2019,"Aggregate, masonry and soils",Rubble,Construction,and,Demolition,487083,0,0,0,9782.129559,0.980312,,,,,
2018-2019,"Aggregate, masonry and soils",Rubble,Municipal,Solid,Waste,0,0,0,0,2801.228204,0,,,,,
2018-2019,"Aggregate, masonry and soils",Soil,and,natural,materials,Commercial,and,Industrial,18852,0,0,0,131631.7391,0.125275,,
